,A2C Agent 1,A2C Agent 2,SAC Agent 1,SAC Agent 2,Mean Var,djia
2025-03-21 13:30:00+00:00,863377.243292847,864762.0636830776,888210.9739671936,889674.4108387824,822117.5972603757,928028.9006424012
2025-03-21 14:30:00+00:00,862047.548407593,863430.2160268276,886842.887999176,888304.1720997688,820851.2911593912,930619.5543388545
2025-03-21 15:30:00+00:00,869904.2503118899,871299.6379018276,894926.429381012,896400.4334523078,828333.4509130017,934833.6936525628
2025-03-21 16:30:00+00:00,867791.8597174074,869183.8273549525,892753.0496355285,894223.6337544317,826321.7615193517,934747.9808666043
2025-03-21 17:30:00+00:00,868726.5027838139,870119.9836049527,893714.6778093568,895186.7751118538,827211.848583955,934263.1760955672
2025-03-21 18:30:00+00:00,865716.5087652591,867105.1164174526,890617.7789446106,892085.0030781623,824345.3460261931,934144.4163656837
2025-03-21 19:30:00+00:00,872016.6974554447,873415.5050893277,897099.8673082582,898577.2914234994,830345.1941599346,937220.8339793037
2025-03-24 13:30:00+00:00,893103.8465032962,894536.7941518276,918795.8466173401,920307.4107472297,850427.0834623568,948841.4125118345
2025-03-24 14:30:00+00:00,904666.548407593,906118.2160268276,930692.387999176,932222.6720997688,861438.5719832602,949689.6464709439
2025-03-24 15:30:00+00:00,902517.0616217044,903965.2492299526,928480.8410173645,930007.6451069709,859391.5548358363,948734.9472914324
2025-03-24 16:30:00+00:00,902359.9117498782,903807.8449330776,928319.1538988343,929845.7035633918,859241.8965618449,947635.5914365341
2025-03-24 17:30:00+00:00,902998.8597174074,904447.8273549525,928976.5496355285,930504.1337544317,859850.3848086349,946178.82285565
2025-03-24 18:30:00+00:00,902850.5880499271,904299.3156362027,928823.9970537416,930351.3411213753,859709.1815001048,949900.8330096942
2025-03-24 19:30:00+00:00,898662.8465032962,900104.7941518276,924515.3466173401,926035.9107472297,855721.0766132963,950207.0622103924
2025-03-25 13:30:00+00:00,889397.8465032962,891654.4386113774,914982.8466173401,917210.4893299476,846897.7546950638,951422.9979176065
2025-03-25 14:30:00+00:00,891485.0162115481,894495.2312667121,917130.2772966614,920114.0513949201,848885.4255244097,952315.3525986844
2025-03-25 15:30:00+00:00,894439.4790411381,897459.659229969,920170.0416704408,923163.3822970198,851699.0441580768,949663.1391597217
2025-03-25 16:30:00+00:00,891287.8861456302,894297.4362990607,916927.4556719055,919910.5914645002,848697.6929792013,949628.0867284344
2025-03-25 17:30:00+00:00,894846.4061651614,897867.9588820685,920588.7176347962,923583.3758883283,852086.5723839287,949080.9374589638
2025-03-25 18:30:00+00:00,894697.3993597415,897718.4494902838,920435.408690094,923429.584460716,851944.6689827169,948679.8399865231
2025-03-25 19:30:00+00:00,894326.7767401126,897346.576794361,920054.0854173889,923047.0611147687,851591.7145646743,950740.1730683277
2025-03-26 13:30:00+00:00,853338.425787964,856219.97587273,877882.3147264709,880742.5704531475,812557.3470149393,953839.7845792671
2025-03-26 14:30:00+00:00,853709.048407593,857578.8934000232,878263.637999176,882140.038949377,812910.301432982,951098.1961600323
2025-03-26 15:30:00+00:00,845333.5087652591,849701.3772868611,869646.2789446106,874298.3462858462,804934.0378060818,950343.4353510222
2025-03-26 16:30:00+00:00,841071.5748358157,845417.0181788899,865261.294035553,869890.3611936831,800875.277411725,946956.3415864661
2025-03-26 17:30:00+00:00,842442.7767401126,846795.4349879719,866672.0854173889,871308.5524778628,802181.1118225728,948062.4114642726
2025-03-26 18:30:00+00:00,839626.2370977786,843964.0754527546,863774.2263628235,868395.4935331607,799498.8413466121,945748.5150238035
2025-03-26 19:30:00+00:00,842850.4390020756,847205.2422618368,867091.5177446596,871730.1848173405,802569.3401411064,947606.5554673335
2025-03-27 13:30:00+00:00,836290.8597174074,840611.148191402,860342.5496355285,864945.8169279359,796322.4669973616,948189.6291191184
2025-03-27 14:30:00+00:00,841738.6842413332,846327.9671147043,865947.6642900695,871540.0051864039,801510.584593545,946683.5953052064
2025-03-27 15:30:00+00:00,833993.1012640382,838539.5388996775,857978.4500719298,863519.5856841456,794134.2465414074,945953.1619298508
2025-03-27 16:30:00+00:00,827962.7081976322,832475.7882893261,851773.946898102,857275.2161773099,788391.3324217768,943373.6692065437
2025-03-27 17:30:00+00:00,831324.7767401126,835856.4543507274,855233.0854173889,860756.5809996974,791593.125520694,944808.1158411355
2025-03-27 18:30:00+00:00,835216.0880499271,840128.6786222714,859236.7470537416,865180.7921578712,795298.9314970083,947678.6658172702
2025-03-27 19:30:00+00:00,826025.2238836673,830883.2545500057,849780.523344635,855660.0885598486,786546.2112330409,944039.0550352817
2025-03-28 13:30:00+00:00,810080.5343695072,814843.9122648495,833375.4771715394,839143.1800210304,771361.6317975634,933998.0157882428
2025-03-28 14:30:00+00:00,812868.9125738528,817648.8431730525,836244.3617082825,842031.6268441504,774017.0833384943,932684.3343708969
2025-03-28 15:30:00+00:00,812350.0748358157,817126.9254484432,835710.544035553,841494.16918729,773522.9794652045,929747.8648971176
2025-03-28 16:30:00+00:00,811534.7503118899,816306.7608976619,834871.679381012,840649.5845010107,772746.5228281375,927190.6941201029
2025-03-28 17:30:00+00:00,815537.2370977786,820333.0077238338,838989.7263628235,844795.7115304297,776558.2043592079,928131.5292782844
2025-03-28 18:30:00+00:00,814759.0087652591,819550.1595793025,838189.0289446106,843989.5543343847,775817.0754759149,927978.8506534488
2025-03-28 19:30:00+00:00,812757.7370977786,817537.0077238338,836129.9763628235,841916.4615304297,773911.2077837382,928121.5018414734
2025-03-31 13:30:00+00:00,770138.7370977786,774665.0077238338,792280.4763628235,797767.9615304297,733323.9269598691,924351.0984054282
2025-03-31 14:30:00+00:00,779772.5583252718,784911.3446001695,802191.2160021057,808661.9576304222,742497.3490721348,929400.1308275321
2025-03-31 15:30:00+00:00,785631.832617264,790808.5583452866,808218.8466173401,814737.8029673363,748076.5492108609,931415.3840412383
2025-03-31 16:30:00+00:00,783704.4367813875,788868.6824068711,806236.0703264466,812739.1665461326,746241.2831729492,930144.0794438068
2025-03-31 17:30:00+00:00,797270.9755921175,803830.0292082612,820192.4206529846,827795.9127398116,759159.339478711,934671.8595419432
2025-03-31 18:30:00+00:00,794972.1718964387,801512.3091460052,817827.5647264709,825409.3495073896,756970.4189300751,936253.229924592
2025-03-31 19:30:00+00:00,806314.0528473665,812952.6060321968,829495.3354173889,838008.5357134849,767770.1563414665,937485.5583111146
2025-04-01 13:30:00+00:00,794156.7373719026,800663.0926318397,816988.7000719298,825112.3372719843,756193.9622930081,928823.0736378338
2025-04-01 14:30:00+00:00,807358.5420136262,813481.3171979483,830569.8362108459,838193.3014537601,768764.7187754624,938571.311729991
2025-04-01 15:30:00+00:00,810984.2790436556,817134.4441205559,834299.7526537171,841957.455262354,772217.1450543568,937702.3253364379
2025-04-01 16:30:00+00:00,806545.3697571566,812893.0801097185,829733.2988268128,837483.7688613563,767990.4162697231,935093.5350586221
2025-04-01 17:30:00+00:00,798529.701544266,804814.6965647966,821487.3139635315,829161.0117812782,760357.8981494396,931647.7589899459
2025-04-01 18:30:00+00:00,805137.6168961336,811474.3128596575,828285.0965715637,836022.0834746986,766649.9541977827,934335.7224210174
2025-04-01 19:30:00+00:00,816544.0290436556,822969.9698344499,840019.2526537171,847865.4875350624,777511.1382052962,937265.303481683
2025-04-02 13:30:00+00:00,808008.6612992097,814367.8205806046,831238.6355730285,839003.1206756262,769383.7622657582,937666.5753443291
2025-04-02 14:30:00+00:00,817285.3177323153,823717.0584346086,840781.8410173645,848635.1757903724,778216.9931880982,940902.8215812064
2025-04-02 15:30:00+00:00,823974.7878479769,830815.0199382491,847663.5217272034,855951.6352530889,784586.7056708046,940762.0014903387
2025-04-02 16:30:00+00:00,824587.1272568514,831432.3981578536,848293.4556719055,856587.6818534307,785169.775167928,944154.937326776
2025-04-02 17:30:00+00:00,810428.2701096347,817157.0307872483,833727.7677446596,841880.6536551886,771687.713427293,936973.2870827257
2025-04-02 18:30:00+00:00,812837.5290436556,819586.115000505,836206.2526537171,844383.1889029912,773981.8094380032,940473.5600905922
2025-04-02 19:30:00+00:00,818248.9873719026,825042.1030681318,841773.2000719298,850004.1560050419,779134.5992804123,942309.8017584463
2025-04-03 13:30:00+00:00,779479.0290436556,785953.115000505,801889.2526537171,809733.1889029912,742217.8505323667,909343.6004985467
2025-04-03 14:30:00+00:00,763317.951544266,770205.6575497197,785263.8139635315,793634.0204878363,726829.2748601565,910588.3105896534
2025-04-03 15:30:00+00:00,768441.0838074494,775374.4024838016,790534.1507555236,798960.3364668401,731707.520664851,917682.852926102
2025-04-03 16:30:00+00:00,763689.3028473665,770021.4772147423,785645.8354173889,793752.4207478072,727182.8755175973,912501.7199234009
2025-04-03 17:30:00+00:00,760761.1927323153,767069.272304464,782633.5910173645,790709.3666096237,724394.7294868805,910565.5526678476
2025-04-03 18:30:00+00:00,761083.6790451816,767844.376540002,782965.3434282533,791821.33874858,724701.8009076433,907302.1015589263
2025-04-03 19:30:00+00:00,754719.5796341709,760893.4048887211,776418.3823992006,784952.3592119502,718641.9063631424,904841.1069801947
2025-04-04 13:30:00+00:00,701314.8395142367,707056.4127241091,721479.1475206604,729415.1756716059,667789.920496398,874563.1307366748
2025-04-04 14:30:00+00:00,704978.356420975,711358.0171016493,725247.929381012,734120.7645231417,671278.3207684648,873924.9497799806
2025-04-04 15:30:00+00:00,695563.1360688021,701946.5917703765,715562.1786180725,724706.3207777727,662313.1493023038,869129.306326336
2025-04-04 16:30:00+00:00,697566.0916580965,703967.920620169,717622.685743927,726793.0368193376,664220.3633265604,865827.6637624303
2025-04-04 17:30:00+00:00,696898.2135681919,703293.916034903,716935.6173082582,726097.2291182269,663584.4099053422,861542.111659607
2025-04-04 18:30:00+00:00,705460.2195191195,711934.4619028228,725743.637999176,735017.2846907366,671737.1507412635,863241.457016215
2025-04-04 19:30:00+00:00,699196.2254700472,705613.0077707428,719299.658690094,728491.3402632463,665772.5765080131,855291.5307222353
2025-04-07 13:30:00+00:00,692969.332617264,699328.995166983,712893.8466173401,722004.048545717,659843.3300285368,839443.3848301796
2025-04-07 14:30:00+00:00,695934.4873719026,702290.5026701129,715944.2000719298,724744.0796319797,662666.7499597445,830971.2470661028
2025-04-07 15:30:00+00:00,710686.398092728,717802.1255683714,731119.9819627992,740879.5285332993,676713.5172279347,840678.6778501943
2025-04-07 16:30:00+00:00,728202.574163895,735493.1562232786,749139.4556871644,759137.6551354722,693392.4175654332,848965.7004112295
2025-04-07 17:30:00+00:00,722102.4248795321,729332.1124229245,742864.0289446106,752779.115607579,687583.8562935909,847951.7957569817
2025-04-07 18:30:00+00:00,716468.5290436556,723641.976428967,737068.2526537171,746906.5791009262,682219.2614883862,841655.2630004847
2025-04-07 19:30:00+00:00,724326.2909455111,731578.1781501584,745151.794035553,755097.1802361801,689701.4212419967,847080.3679005529
2025-04-08 13:30:00+00:00,776365.582617264,784136.9501380734,798686.3466173401,809340.7532494857,739253.2272926285,878459.8798765388
2025-04-08 14:30:00+00:00,756572.8296341709,764146.6167259031,778324.8823992006,788709.6184457139,720406.570746789,864221.1811902026
2025-04-08 15:30:00+00:00,753051.6659455111,760590.3031501584,774702.544035553,785039.3052361801,717053.7191885172,865273.6260798459
2025-04-08 16:30:00+00:00,732258.198683243,739589.2658653073,753311.6117082825,763365.0678780868,697254.1826498723,848356.2938384279
2025-04-08 17:30:00+00:00,737075.9247574618,744455.0847129636,758267.76698172,768386.8632882431,701841.6207253283,847370.5532023535
2025-04-08 18:30:00+00:00,714022.2254700472,721375.5690996068,734551.658690094,745155.9267645413,679889.8915771849,841881.0983164893
2025-04-08 19:30:00+00:00,716913.2909455111,724296.274528684,737525.794035553,748172.9620428616,682642.7637074108,840715.4741835356
2025-04-09 13:30:00+00:00,741149.3646378329,749106.1632790954,762458.2502580872,773691.0799474603,705720.3495939731,841967.7702485775
2025-04-09 14:30:00+00:00,735140.3847565462,743572.126008423,756276.6125169983,767868.4025973142,699998.599814637,842149.9208181272
2025-04-09 15:30:00+00:00,737150.8058304597,745645.7478466819,758344.7996355285,770007.7534664276,701912.9224722749,843416.8656604235
2025-04-09 16:30:00+00:00,789264.1867813875,798356.67869385,811955.5703264466,824441.0340145234,751535.2763238887,881706.153550227
2025-04-09 17:30:00+00:00,830480.448683243,840045.5403881859,854356.1117082825,867492.0951107148,790781.3949831359,901217.1041215904
2025-04-09 18:30:00+00:00,836114.3445191195,846147.4661912154,860151.887999176,873773.0666315319,796145.9897883404,901997.0643152822
2025-04-09 19:30:00+00:00,846937.3177323153,858098.0681202007,871285.8410173645,886009.8202803234,806451.6233264419,905780.3726265276
2025-04-10 13:30:00+00:00,808612.1213059236,819271.3818714212,831859.4349809875,845916.4844801524,769958.3767974206,885043.1101307281
2025-04-10 14:30:00+00:00,799827.6778473665,810371.9929096294,822822.5854173889,836726.7692473034,761593.8309987037,879415.7125923854
2025-04-10 15:30:00+00:00,771324.7403549958,781496.0910389017,793500.6642900695,806908.8439467051,734453.3380149787,860837.1392542413
2025-04-10 16:30:00+00:00,789264.1867813875,799177.6047738139,811955.5703264466,825667.1921167701,751535.2763238887,872312.0147701529
2025-04-10 17:30:00+00:00,803897.4415421297,814120.2894737032,827009.2868791809,841879.6121686467,765469.059403941,887174.8560016477
2025-04-10 18:30:00+00:00,789041.8058304597,798893.4250065449,811726.7996355285,826153.7724693277,751323.5252143764,879097.8864430275
2025-04-10 19:30:00+00:00,798382.1451096347,808349.6837803489,821335.5177446596,835932.5898368816,760217.3949335909,883771.8055332965
2025-04-11 13:30:00+00:00,798382.1451096347,808349.6837803489,821335.5177446596,835932.5898368816,760217.3949335909,877024.56129092
2025-04-11 14:30:00+00:00,805350.3832077791,815404.4021031026,828503.9763628235,843227.9487846354,766852.5502491522,879283.0888411719
2025-04-11 15:30:00+00:00,811280.8058304597,821408.4250065449,834604.7996355285,849436.7724693277,772499.4978181341,887126.375524544
2025-04-11 16:30:00+00:00,813504.6718964387,823659.8906513813,836892.5647264709,851765.0369422891,774617.06276654,890689.6033965631
2025-04-11 17:30:00+00:00,818026.606420975,828237.9452320699,841544.429381012,856499.2516792277,778922.8481709001,896452.9381000223
2025-04-11 18:30:00+00:00,816247.5022568514,826436.7612644796,839714.2056719055,854636.6282585124,777228.7854415188,898727.3351589662
2025-04-11 19:30:00+00:00,820547.0558304597,831342.8846198177,844137.2996355285,859797.0635144754,781322.8197363665,897382.4378948521
2025-04-14 13:30:00+00:00,834461.2486862948,845439.1463690854,858451.2932573548,874375.7139813944,794571.9121739116,906856.9705596198
2025-04-14 14:30:00+00:00,825317.3308319856,836717.5454862792,849044.6404100646,865397.3925506686,785865.0749072242,902689.0446503451
2025-04-14 15:30:00+00:00,815654.448683243,826921.7058332642,839104.1117082825,855265.2486221408,776664.079913964,899368.6551393578
2025-04-14 16:30:00+00:00,818693.8058304597,830420.468310303,842230.7996355285,858470.8200837126,779558.1553527201,902481.8690863191
2025-04-14 17:30:00+00:00,824327.6451096347,836334.3261420334,848026.5177446596,864565.0368998103,784922.6963046417,906630.8736583072
2025-04-14 18:30:00+00:00,825439.606420975,838455.8286516721,849170.429381012,866597.8047918029,785981.505705486,908054.7696854717
2025-04-14 19:30:00+00:00,820621.1451096347,834470.3262597405,844213.5177446596,862183.974804,781393.3675373486,904660.7003126991
2025-04-15 13:30:00+00:00,822956.2582077791,836968.7623405224,846615.7263628235,865109.6181672566,783616.8618937938,905441.7940427259
2025-04-15 14:30:00+00:00,830480.448683243,844862.7881855279,854356.1117082825,873751.5076101727,790781.3949831359,905623.6830269675
2025-04-15 15:30:00+00:00,839635.5082077791,853906.2775018647,863774.2263628235,883203.7486464627,799498.8413466121,906869.0034837932
2025-04-15 16:30:00+00:00,829072.7523789217,843156.8402881467,852907.9676347962,871640.6948740706,789440.9867644786,902876.0781456461
2025-04-15 17:30:00+00:00,831147.648092728,846223.5207178168,855042.4819627992,874459.900067946,791416.7021649559,901717.0808404981
2025-04-15 18:30:00+00:00,831815.5261826327,847388.1234137316,855729.550398468,875486.4767813026,792052.6555861741,902403.7422742959
2025-04-15 19:30:00+00:00,830999.356420975,846019.6207045355,854889.929381012,874488.1821884882,791275.4988564255,901218.2376579256
2025-04-16 13:30:00+00:00,782221.8028473665,796368.7368686579,804710.8354173889,824077.6858028888,744829.5193540622,896668.1356134969
2025-04-16 14:30:00+00:00,779665.1005921175,793765.8187625788,802080.6706529846,821384.4053616046,742395.0278340694,901822.9356951813
2025-04-16 15:30:00+00:00,770323.9695191195,784339.7339438417,792471.137999176,812184.3706626623,733500.4041688903,896501.1569918178
2025-04-16 16:30:00+00:00,770472.2046341709,785328.9755714126,792623.6323992006,813137.7196517081,733641.5536241375,896039.5461181002
2025-04-16 17:30:00+00:00,757499.4546341709,771516.5811489804,779278.1323992006,799127.6289517259,721288.9029386122,888310.1362388601
2025-04-16 18:30:00+00:00,748752.1123719026,762607.578844903,770279.4500719298,789900.026565251,712959.6848936692,879912.3758973902
2025-04-16 19:30:00+00:00,774660.5677323153,789176.8898137246,796932.3410173645,817613.0564262236,737629.7123642291,885568.5478196255
2025-04-17 13:30:00+00:00,744971.523092728,758371.3641570852,766390.2319627992,786251.7288553932,709359.8083253945,871591.6088316082
2025-04-17 14:30:00+00:00,744253.9316620637,757424.8520978908,765652.0217577209,785019.3036777764,708676.51786825,873871.1504016119
2025-04-17 15:30:00+00:00,750457.1272568514,763926.5557934686,772033.4556719055,791614.1712382146,714583.1998220687,877897.5586591974
2025-04-17 16:30:00+00:00,747463.7507080843,760944.6444062436,768954.0695177307,788973.6395109758,711732.9071025479,875624.731112102
2025-04-17 17:30:00+00:00,757286.7448792269,771604.1541833689,779059.3107897034,799981.598289064,721086.3607405258,878794.709070924
2025-04-17 18:30:00+00:00,750308.8355850985,764389.9380052057,771880.9030901184,792029.9255327911,714441.9965135384,875154.2263379087
2025-04-17 19:30:00+00:00,751754.4248795321,765991.2980631349,773368.0289446106,793759.2581286308,715818.4864319345,873914.0503921425
2025-04-21 13:30:00+00:00,710426.9159455111,724234.4464589249,730853.044035553,750320.7796580126,676466.4383646481,857314.5443000823
2025-04-21 14:30:00+00:00,710834.6332077791,724734.3091632233,731272.4763628235,751008.4418089308,676854.6666831817,851631.3418960087
2025-04-21 15:30:00+00:00,710167.4903549958,724894.7878415978,730586.1642900695,751146.7168072194,676219.4133546448,850079.5306531767
2025-04-21 16:30:00+00:00,706969.4916596224,722274.7766559848,727296.2765184632,748433.0540593936,673174.2794565342,847641.9915570726
2025-04-21 17:30:00+00:00,708610.7105850985,723660.779687445,728984.6530901184,749715.9061832259,674737.0478814926,846992.2136517187
2025-04-21 18:30:00+00:00,708684.856420975,723469.7081646122,729060.929381012,749773.0490946433,674807.6495357577,847413.6275830895
2025-04-21 19:30:00+00:00,717580.4903549958,733137.4466295051,738212.1642900695,759893.0697743756,683278.0708892307,851843.6619710942
2025-04-22 13:30:00+00:00,734101.8340439608,749580.7134091752,755208.2208086243,777307.9480013666,699009.6919753761,867339.10367271
2025-04-22 14:30:00+00:00,733110.6778473665,748860.2275848704,754188.5854173889,776542.8075766083,698065.9131874304,869822.420197734
2025-04-22 15:30:00+00:00,738707.5290436556,754824.253809443,759946.2526537171,782645.4074435958,703395.2340921441,875799.2957077164
2025-04-22 16:30:00+00:00,727254.457617264,743787.2054125826,748164.0966173401,771343.2441371529,692489.6211259967,866628.8123660793
2025-04-22 17:30:00+00:00,730071.3772568514,747147.9487250155,751061.9556719055,774707.2798169947,695171.8916019575,871679.1527147236
2025-04-22 18:30:00+00:00,724289.2463059236,741593.970904147,745113.6849809875,768788.4375952091,689666.1473415056,871736.0911167896
2025-04-22 19:30:00+00:00,732999.4873719026,750630.3265082833,754074.2000719298,778446.959436284,697960.0376326742,874640.5599878763
2025-04-23 13:30:00+00:00,772325.4546341709,791373.1513123311,794530.1323992006,821145.47172469,735406.218007784,898369.0504819534
2025-04-23 14:30:00+00:00,764556.6564240267,784197.2539765203,786538.1109300843,813450.8517423214,728008.769468635,890096.7638932753
2025-04-23 15:30:00+00:00,766209.7522568514,785612.5496144613,788238.7056719055,815153.5821573276,729582.8470830638,885832.8361759228
2025-04-23 16:30:00+00:00,770657.5409455111,790864.9192692008,792814.294035553,820397.2094134701,733818.0308331588,888317.8966030008
2025-04-23 17:30:00+00:00,768841.3355850985,789370.99259027,790945.9030901184,818902.206630276,732088.6403500033,884654.9175334877
2025-04-23 18:30:00+00:00,759241.514158707,780402.3022364102,781070.2470537416,809320.5986911268,722947.6917675026,882463.9661878318
2025-04-23 19:30:00+00:00,760094.0498795321,781857.6302867389,781947.2789446106,811131.1087866789,723759.4761583437,883669.6128729269
2025-04-24 13:30:00+00:00,781100.2268967441,803289.7240312109,803557.0328813783,833059.328395341,743761.554895075,888821.9714917355
2025-04-24 14:30:00+00:00,780924.5617813875,803685.5525274093,803376.3203264466,833001.4611622262,743594.2865974795,889008.8305968313
2025-04-24 15:30:00+00:00,783918.6735672762,806715.3789018026,806456.4628435364,835963.2834494282,746445.2794096818,892270.4506085956
2025-04-24 16:30:00+00:00,787966.889158707,811448.0405011801,810620.9970537416,840444.5822915232,750299.989714023,892594.9907808618
2025-04-24 17:30:00+00:00,788261.2102341463,812635.3722917526,810923.7749468079,841444.9518971194,750580.2421997559,892956.4144815719
2025-04-24 18:30:00+00:00,783741.481420975,807823.9547262653,806274.179381012,836510.3358322586,746276.5570734403,892986.5839871077
2025-04-24 19:30:00+00:00,788596.9873719026,813597.2370461609,811269.2000719298,841820.5665929484,750899.9691420686,894861.1915001516
2025-04-25 13:30:00+00:00,797203.503447037,822503.7513209848,820123.0098100891,851331.5830336951,759095.0925118625,887783.1290381142
2025-04-25 14:30:00+00:00,805498.6748795321,830878.7824822037,828656.5289446106,859965.44539082,766993.7535576825,889750.7737257439
2025-04-25 15:30:00+00:00,811540.231420975,837693.3148243255,834871.679381012,866688.3146826758,772746.5228281375,893019.6309310327
2025-04-25 16:30:00+00:00,829294.398092728,856938.9757658149,853135.9819627992,886421.2080621929,789652.0377813095,895790.4297096735
2025-04-25 17:30:00+00:00,821621.9159455111,849142.4933833601,845243.044035553,878890.5795145209,782346.301383437,894129.6245884609
2025-04-25 18:30:00+00:00,820880.6272568514,848695.861147634,844480.4556719055,878815.0617425373,781640.4464006351,894538.831205453
2025-04-25 19:30:00+00:00,822548.5409455111,850625.8262093413,846196.294035553,880799.6359857213,783228.6335752602,895107.7792505999
2025-04-28 13:30:00+00:00,804499.3745178988,832018.9146355266,827628.5153795471,862442.8322178926,766042.2198969572,899290.5283273346
2025-04-28 14:30:00+00:00,790227.856420975,817832.742446918,812946.929381012,848041.2232444852,752452.8824162029,894536.5641327829
2025-04-28 15:30:00+00:00,789863.9140457918,816831.9870862028,812572.5297380676,847421.5703891307,752106.3365388602,891933.8775121564
2025-04-28 16:30:00+00:00,787855.698683243,814869.7155135175,810506.6117082825,845466.4382077139,750194.1141592668,890534.9192843654
2025-04-28 17:30:00+00:00,795416.9903549958,822879.6858485842,818285.1642900695,853662.003460806,757393.9750023829,894904.0042955796
2025-04-28 18:30:00+00:00,802014.5558304597,830640.6074922363,825072.2996355285,861562.5228572068,763676.1758999017,897642.715276425
2025-04-28 19:30:00+00:00,805350.3832077791,834690.9136516124,828503.9763628235,865557.0165304428,766852.5502491522,897961.9365474262
2025-04-29 13:30:00+00:00,804534.948683243,833787.2075572305,827665.1117082825,864548.2305903092,766076.0936120851,898214.1047844476
2025-04-29 14:30:00+00:00,806609.1091599276,836475.3031096886,829798.8696733704,867739.4951487285,768051.1089198808,903562.9139696495
2025-04-29 15:30:00+00:00,807092.4427323153,837465.7175923076,830296.0910173645,869070.4648589893,768511.3390780425,904254.0223536853
2025-04-29 16:30:00+00:00,806054.6272568514,837359.5757477832,829228.4556719055,868224.4257129402,767523.1313314631,903271.1591560002
2025-04-29 17:30:00+00:00,815284.5678543856,846340.7524757601,838723.6029802551,877655.689004696,776311.8794418861,905685.9403302986
2025-04-29 18:30:00+00:00,810984.2790436556,842269.5758750321,834299.7526537171,873156.0295251708,772217.1450543568,905946.653687385
2025-04-29 19:30:00+00:00,807426.014158707,839544.4825624776,830639.2470537416,869634.9106475894,768828.9657423111,904483.2582786955
2025-04-30 13:30:00+00:00,785668.8772568514,816351.3359196833,808256.9556719055,846099.0624569544,748111.8231113519,894280.8208965504
2025-04-30 14:30:00+00:00,788559.9427323153,819850.282259501,811231.0910173645,849399.9348595677,750864.6952415777,898600.7278698394
2025-04-30 15:30:00+00:00,786187.7849945833,817275.5274291796,808790.773344635,846235.580012159,748605.9269846416,898048.6956746172
2025-04-30 16:30:00+00:00,789264.1867813875,820473.5244842333,811955.5703264466,849546.8723171516,751535.2763238887,900866.8413940265
2025-04-30 17:30:00+00:00,794638.6004700472,826202.2369517385,817484.408690094,855537.4653935628,756652.7922658068,901276.4839865322
2025-04-30 18:30:00+00:00,795083.3623719026,826664.6381358204,817941.9500719298,856016.3059086994,757076.2944848313,899743.8556662953
2025-04-30 19:30:00+00:00,806351.1540436556,838838.3307943322,829533.5026537171,868276.4282190215,767805.4840952406,906445.7584552655
2025-05-01 13:30:00+00:00,840117.3713059236,873498.3890766482,864269.9349809875,904419.3519675904,799957.6713194107,915037.7022904585
2025-05-01 14:30:00+00:00,847493.2701096347,881747.8094527781,871857.7677446596,912776.3758651754,806981.0011002227,916646.7135206644
2025-05-01 15:30:00+00:00,842502.8764252474,877212.3022698143,866723.9835497132,907451.9899749944,802229.1489511804,911666.4780345944
2025-05-01 16:30:00+00:00,841857.903799515,876969.2358308026,866060.4787279358,907260.5552501581,801615.0061096549,913341.4959575479
2025-05-01 17:30:00+00:00,842637.764158707,877978.4941099902,866862.7470537416,909045.4823608561,802357.5890315942,913521.3794544273
2025-05-01 18:30:00+00:00,837671.0677323153,873742.92949875,861753.3410173645,903924.5027016692,797628.3014082095,914049.7817768165
2025-05-01 19:30:00+00:00,826773.948683243,862616.0795465817,850543.1117082825,892498.7382486262,787252.0662158428,909462.3602284302
2025-05-02 13:30:00+00:00,844379.823683243,880984.3295465817,868654.8617082825,911503.4882486262,804016.3778604844,920875.5888067298
2025-05-02 14:30:00+00:00,849903.2642807771,887136.4623415185,874337.009016632,917788.8796231952,809275.7972036143,917186.7127917134
2025-05-02 15:30:00+00:00,850606.773092728,888668.2796504921,875060.7319627992,918681.9617942546,809945.6781932439,922831.6365456998
2025-05-02 16:30:00+00:00,847786.1207108309,886465.0202140344,872159.0329118958,915935.9101963134,807259.8534005925,921952.6227153357
2025-05-02 17:30:00+00:00,851014.4903549958,890073.1216809927,875480.1642900695,920371.1002247303,810333.9065117773,922529.2439295205
2025-05-02 18:30:00+00:00,848568.1867813875,887772.0100675877,872963.5703264466,917900.3125724231,808004.5366005761,923110.4864841488
2025-05-02 19:30:00+00:00,847975.1332077791,886809.2756770453,872353.4763628235,916780.5790694031,807439.8310730213,922126.4897501285
2025-05-05 13:30:00+00:00,839487.273092728,878448.9684431981,863621.7319627992,908130.3946855011,799357.6918913651,921293.4277388898
2025-05-05 14:30:00+00:00,844490.2789215853,883751.4778203472,868768.4906908264,913711.408233115,804121.5533225591,922875.6700725656
2025-05-05 15:30:00+00:00,843490.2998795321,883376.9943117636,867739.7789446106,913292.4200672491,803169.3734224354,924617.915419704
2025-05-05 16:30:00+00:00,846047.7373719026,886632.4335493064,870370.7000719298,916548.0895418756,805604.5650351095,922979.2578545784
2025-05-05 17:30:00+00:00,847834.3070206454,889140.855165596,872208.6037737122,919242.1517379635,807305.7363978723,924644.4227309262
2025-05-05 18:30:00+00:00,847856.5338043978,889350.2097382655,872231.4692064514,919647.579082303,807326.9007381669,921858.6263946203
2025-05-05 19:30:00+00:00,843675.5796341709,885790.8586754407,867930.3823992006,915833.7783901452,803345.7967781735,920274.7273539931
